序号,上级评论ID,评论ID,评论属性,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
1882,245929415313,245960243137,二级评论,7843361,堂堂正正龙的传人,6,保密,说的好像他没被暗杀过一样,2024-11-03 23:26:44,0,56,不看回复,福建,否,https://i2.hdslb.com/bfs/face/e013362cffc80f13cccefcbc2b0ca1b1ae1af9e8.jpg
1883,245960243137,246243069088,二级评论,243856910,只恐少年非属我,6,保密,回复 @无理的有理 :不会像上次闹着玩一样的暗杀,2024-11-04 00:03:46,0,21,看花终古少年多，只恐少年非属我,河北,是,https://i2.hdslb.com/bfs/face/4466b5c4313de7dbbcb5808b6953fccfd45b5020.jpg
1884,245929415313,246243540304,二级评论,3546659915041413,红天游记,3,保密,白猿一族，一元钱午餐吹空调用外包呵呵。,2024-11-04 00:16:02,0,8,,河北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1885,246243069088,246252772736,二级评论,12325547,墨水无鱼,6,保密,回复 @只恐少年非属我 :但凡第一次运气差点就已经死了，刺杀有什么闹着玩的？难道乱开枪的子弹就不是子弹了？就是策划好的，玩多了也得死。,2024-11-04 03:12:13,0,76,发啥都秒没,广东,否,https://i2.hdslb.com/bfs/face/87f852c688b7379aee7a9fedd0c032983eea6255.jpg
1886,245929415313,246257883920,二级评论,187857530,lolme,6,保密,川普死后副总统上位[doge],2024-11-04 04:23:58,0,1,人可能因为你的形象而想X你，但不会因为你的形象而爱你。,广东,是,https://i2.hdslb.com/bfs/face/7718a1f1f6fba44058b578e1e6dc1b7ba5ae627c.jpg
1887,245929415313,246266622464,二级评论,8046735,兩仪未织,6,女,"Σ(ﾟ∀ﾟﾉ)ﾉ
史密斯专员大怒！！",2024-11-04 06:33:51,0,4,大号因为被人举报聚众（建群跑团）宣扬邪教（克苏鲁）被永封了。。。主持跑团用的qq大号也是。。。（叹气）,山东,否,http://i0.hdslb.com/bfs/face/7efb2fc4ab02ba2bae58c86e924c4086ac16cce1.jpg
1888,245929415313,245984153473,二级评论,130245784,做男人难起昵称更难,6,保密,听调不听宣,2024-11-04 06:42:56,0,0,,广东,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
1889,245929415313,246275152848,二级评论,424447907,壹加壹快樂超市,5,保密,真这么干的话要么美利坚重开，要么川普重开。,2024-11-04 08:55:21,0,4,,广西,否,https://i2.hdslb.com/bfs/face/1a9f95e8294ac75926ca31a1f630cc858c0989ff.jpg
1890,245929415313,246528429696,二级评论,268906646,海bu迎我自来也,4,保密,@一只景可出没,2024-11-07 12:09:25,0,0,像影子追着光梦游,安徽,否,http://i2.hdslb.com/bfs/face/b2b1977d6cca86e58cf618037c7657f2653b963c.jpg
1891,245929415313,246534308352,二级评论,3018722,天光之际q,6,保密,不只是他死，他底下的几百个亲信也更有可能死,2024-11-07 13:23:28,0,0,,广西,是,https://i2.hdslb.com/bfs/face/eb1e53b6433105d7a34282e25d8358c8f624b183.jpg
1892,245929415313,246248362529,二级评论,119117266,虎王西米格,6,保密,没事儿，4年后哈哈党上台就变回原样了，恶性循环,2024-11-07 15:24:27,0,0,,重庆,否,https://i1.hdslb.com/bfs/face/a8fba476d568370f15c00c7d204c24d664308ea7.jpg
1893,246243069088,246252792337,二级评论,475346775,阿史那丹,5,保密,回复 @只恐少年非属我 :你要试试ar步枪的威力吗，头盖骨没有那么硬,2024-11-07 16:27:22,0,4,匹夫言无物，竖子不足谋。,陕西,是,https://i0.hdslb.com/bfs/face/bd5aaf7f298f7194631752493aa83b24af44a3ad.jpg
1894,246243069088,246416463857,二级评论,1573311495,落日又升,5,保密,回复 @只恐少年非属我 : 上次那叫闹着玩？没偏头他就没了，还闹着玩，你意思是现场都得死几十个那种场面才是合适的？,2024-11-09 16:34:59,0,3,,陕西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1895,0,246209411968,一级评论,319765009,繁山月行,5,保密,《是，大臣》含金量持续上升,2024-11-03 11:57:15,0,0,,陕西,是,https://i1.hdslb.com/bfs/face/24ccf037c0a15169698b42dc7466313151be0541.jpg
1896,0,245928847457,一级评论,12565775,迎风醉雨相邀盏,6,男,学过近代史的都知道，自上而下的改革都是不彻底的改革，迟早会失败，只有广泛的发动人民群众自下而上的改革才有可能。所以特朗普这种期望自上而下的改革最终不会成功,2024-11-03 11:53:16,118,901,하하하하 ,海南,是,https://i2.hdslb.com/bfs/face/d981172c8be21487cd94eecb33d8a25da4c7153e.jpg
1897,245928847457,246210105248,二级评论,11456744,豌豆射手龙马,5,保密,你看贯彻群众史观的历史教科书肯定是这个结论，特朗普可不信这套,2024-11-03 12:04:58,0,87,,安徽,否,https://i2.hdslb.com/bfs/face/bd47c487673dfbcd0c67be7e41508333857ac907.jpg
1898,245928847457,246211804736,二级评论,29217149,乌mountain,6,男,他想这么干也做不到，发动条件不成熟,2024-11-03 12:26:13,0,17,静观其变，潜龙勿用,浙江,否,https://i2.hdslb.com/bfs/face/1cac695d59e85bed16f7213751d58fb8901ea507.jpg
1899,246210105248,245931836337,二级评论,131681653,B站真是憨憨,5,保密,回复 @豌豆射手龙马 :就算不看这些，光看国内的历史也能得出这个结论,2024-11-03 12:34:14,0,19,,福建,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1900,245928847457,245953556273,二级评论,416460488,水客行舟,5,保密,自下而上的就不是改革了,2024-11-03 17:28:52,0,426,希望做一个侠客,山西,是,https://i2.hdslb.com/bfs/face/01edfe27b7b364420433d9815ee94089f819ddd8.jpg
1901,245928847457,245953577153,二级评论,416460488,水客行舟,5,保密,他作为国家的领袖，已经在高位上，只能自上而下了,2024-11-03 17:30:02,0,144,希望做一个侠客,山西,是,https://i2.hdslb.com/bfs/face/01edfe27b7b364420433d9815ee94089f819ddd8.jpg
1902,246210105248,246240208784,二级评论,676381738,嘻嘻哈哈de小胖,5,保密,回复 @豌豆射手龙马 :不信是吧？那就跟现实碰一碰,2024-11-03 21:53:40,0,8,,湖北,是,https://i1.hdslb.com/bfs/face/f6199f674c0b00c49b673dc179c2732f8b456fd7.jpg
1903,245928847457,245958743649,二级评论,2073923493,小林如是说,5,男,川宝还不算下？所谓的上不是指位置。。。,2024-11-03 21:58:40,0,45,智商147的咸鱼,辽宁,否,https://i0.hdslb.com/bfs/face/26a7bf9d172dcd74e8afc81db02a37af6eb0d5a5.jpg
1904,245928847457,246242438016,二级评论,513157913,老牟神算,5,保密,革命也好，改革也罢，能解决的大多数都是眼前的事情，政策可以维持二十年就是非常了不起了。,2024-11-03 23:46:57,0,58,,广东,是,https://i2.hdslb.com/bfs/face/39585ccec915679e80314eeae22892136f48be17.jpg
1905,245928847457,246243791136,二级评论,843922,battlefieldboy,6,男,自下而上不过是乌合之众,2024-11-04 00:20:58,0,34,,江苏,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
1906,245928847457,246243963344,二级评论,13643441,大马得儿驾,6,保密,美国，才到大明剧本，还没到近代剧本,2024-11-04 00:25:53,0,18,,浙江,否,https://i2.hdslb.com/bfs/face/140547e86003390847ce3ab4e1ffb5a343520300.jpg
1907,246210105248,245962475041,二级评论,435909250,不吃口香糖,6,保密,回复 @豌豆射手龙马 :你不相信牛顿，难道牛顿物理定律就会失效了？[吃瓜],2024-11-04 00:38:28,0,6,,湖北,否,https://i1.hdslb.com/bfs/face/d1e2528c12b5f498e3d8567b7dae4a1edfade4aa.jpg
1908,245928847457,246248935168,二级评论,303607138,天域小歌,5,保密,学过古代史都知道商鞅变法是唯一一次成功的从上到下的改革。,2024-11-04 02:09:55,0,23,,山东,否,https://i1.hdslb.com/bfs/face/0e47571476805550e470e5748d2141d3c60e757d.jpg
1909,246248935168,245993963681,二级评论,382498983,遨游天宇,6,男,回复 @天域小歌 :而且商鞅下场也很惨。。,2024-11-04 09:31:10,0,10,不破楼兰誓不还,山东,否,https://i0.hdslb.com/bfs/face/a1fb6917f297043c235e9f793abcfc17d97f8c44.jpg
1910,245928847457,246296121312,二级评论,64561122,俺是D之一族,6,保密,《君主立宪制》你在说我吗？,2024-11-04 13:24:04,0,3,,北京,否,https://i0.hdslb.com/bfs/face/978bb57d4538ffa5f9c75a77c803d54670c1bcb2.jpg
1911,245953556273,246018266865,二级评论,382784176,眾裏浔祂瑽吥迴䭭,6,男,回复 @水客行舟 :自下而上那叫革命,2024-11-04 14:45:12,0,19,,江苏,否,https://i1.hdslb.com/bfs/face/bd1897c29f2f717abdfaca8e58b084058ac4826d.jpg
1912,245953556273,246025050865,二级评论,424746355,叱咤月海鱼鱼_猫,5,保密,回复 @水客行舟 :但在英文里改革和革命都是revolution，他们的语境里这俩都是一个意思，我估计他们压根不会区分自下而上或者自上而下，只要变了就是revolution,2024-11-04 16:12:07,0,16,,山东,否,https://i1.hdslb.com/bfs/face/d2f18dd032ad5da9eae7cbdb2d174ab79386fbfd.jpg
1913,246210105248,246318761488,二级评论,111812,顶级圣光术,6,保密,回复 @豌豆射手龙马 :川普信 但是你哪来的错觉川普想改革. 川普只想他自己掌权 底层那些泥腿子只是他利用的对象 可没打算跟泥腿子分享权力和蛋糕.,2024-11-04 21:03:09,0,13,,美国,否,http://i2.hdslb.com/bfs/face/5d2c92beb774a4bb30762538bb102d23670ae9c0.gif
1914,245958743649,246318810992,二级评论,111812,顶级圣光术,6,保密,回复 @小林如是说 :川普背后是硅谷金主 这算下？,2024-11-04 21:04:05,0,6,,美国,否,http://i2.hdslb.com/bfs/face/5d2c92beb774a4bb30762538bb102d23670ae9c0.gif
1915,245953556273,246321349680,二级评论,58430846,邪魅耳语,6,保密,回复 @水客行舟 :自上而下才叫改革，自下而上那就叫革命了。,2024-11-04 23:41:29,0,51,,四川,是,https://i2.hdslb.com/bfs/face/d1b062211d5df21a41f33def76236ea4c75320a8.jpg
1916,245928847457,246334902576,二级评论,603420544,爱吃烧烤的饭桶,5,保密,第一任不就是自上而下失败，又自下而上也是失败了吗？国会山暴动不就是？但普通群众最多只有一半，军队不听指挥，美联储不听指挥，政府内大半不听话，媒体一边倒，网络媒体被封号禁言。以下而上只有轻武器怎么打的过？拜登上台不是说你要推翻政府需要坦克F35还需要有核武器！愿意拼命的根本打不过。美国社会革命你也革不动。总统要绕过媒体通过自媒体讲话，而自媒体账号被封了。周围人大部分叛变了，少数鉴定不背叛的进了牢房，特朗普自己也被整，被告上百条罪名，几十年前也被判有罪罚款都是天文数字！除了真爱粉，真实的信徒外，其他群众容易动摇和收买，自下而上很困难。自下而上需要严密的组织和指挥，你要是信息无法传递还搞个锤子。作为首领是各种矛盾的靶子，一个人在怎么样精力也有限何况年龄大了，杀不了你，累死你让你猝死行不行？特朗普也缺乏继承人。他应该早点出来竞选总统的。太晚了，年龄已经制约了他。没时间了！,2024-11-05 03:57:58,0,17,暂停互关互粉,安徽,是,https://i1.hdslb.com/bfs/face/b3da798274699a6b59bc31bc090521c23a2eb4e1.jpg
1917,245928847457,246359623952,二级评论,335839042,月与花与草,5,保密,还真不一定，沙特不就是自上而下的吗,2024-11-05 10:13:05,0,1,远离抽象,河北,否,https://i1.hdslb.com/bfs/face/b7f8853d2891556eacec4bf24299ed38feee6b48.jpg
1918,246321349680,246147229825,二级评论,56924166,你们问的那些问题啊,6,男,"回复 @邪魅耳语 :谁说的？
暴力手段更改分配方案叫革命；和平手段更改分配方案叫改革。",2024-11-06 09:59:30,0,6,UCCU气急败坏的样子，真是丑陋,赞比亚,是,http://i0.hdslb.com/bfs/face/91e0a144dca40c848646f28bac88be47a4439849.jpg
1919,245928847457,246438954048,二级评论,332798946,扣分扣坐忘道头上,5,保密,英美的风气是妥协，统治集团没有我国近代那么离谱。我认为这个计划，应该可以完成个七七八八，但是绝对不彻底。,2024-11-06 10:06:47,0,4,,湖南,否,https://i0.hdslb.com/bfs/face/1a1d3a7b585e214ec3724faf965c9d8ac9626575.jpg
1920,245953556273,246149775873,二级评论,11953787,a849510310a,5,保密,回复 @水客行舟 :那叫革命,2024-11-06 10:30:31,0,0,,广东,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
1921,246147229825,246441266080,二级评论,58430846,邪魅耳语,6,保密,回复 @你们问的那些问题啊 :你讲的那叫教科书的定义。请结合现实来看，自下而上可能和平吗？自上而下可能改变分配吗？,2024-11-06 10:34:10,0,12,,四川,是,https://i2.hdslb.com/bfs/face/d1b062211d5df21a41f33def76236ea4c75320a8.jpg
1922,245928847457,246444440912,二级评论,696679137,小米椒科鲁兹,5,保密,看看日本，明治维新,2024-11-06 11:11:51,0,3,,四川,是,https://i0.hdslb.com/bfs/face/93b071b6c9da7b237dc82f7a39377c5d1646ab7c.jpg
1923,245953556273,246155844705,二级评论,111798184,_罩百灵_,6,保密,回复 @水客行舟 :😂,2024-11-06 11:45:04,0,0,,天津,否,https://i1.hdslb.com/bfs/face/1e5cfce9fab8e50720a7dc4d8d3de8e17643fd99.jpg
1924,245953577153,246450966160,二级评论,1342141,上海绿茶馆,6,保密,回复 @水客行舟 :你这么说也有点道理,2024-11-06 12:29:14,0,0,,上海,是,http://i1.hdslb.com/bfs/face/0d340fa64d0bc355790598284b9f8cc548307182.jpg
1925,245928847457,246159899057,二级评论,334074296,灰弗跳蛛,5,保密,军人支持，有强大执行机构，这个事情就可以成功，美国已经是积重难返了，再不改革就要烂掉了，他们敌视中国是因为中国把美国的遮羞布给撕碎了，明明美国和欧洲都一样烂，结果出现了这么一个离经叛道的，这让美国人怎么看，太难看了，民主党人烂的独一无二非法移民1200万，是打算放弃美国吗,2024-11-06 12:40:09,0,7,这个跳蛛很神秘，什么都没写,云南,是,http://i2.hdslb.com/bfs/face/106cde0a42ccc88bdf73f00eb2040d958320233e.jpg
1926,245928847457,246162049441,二级评论,412243955,最后啥也不是,5,保密,样本数量不足以得出结论,2024-11-06 13:06:54,0,2,,辽宁,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
1927,245928847457,246454871696,二级评论,17969319,尼古拉斯V佩奇,6,保密,那是革命,2024-11-06 13:18:59,0,0,,上海,是,https://i0.hdslb.com/bfs/face/07267481eaf12406ca0cf2992f4c5d209bbec0ef.jpg
1928,246318761488,246168486385,二级评论,69720273,XIN一Boom,6,保密,回复 @顶级圣光术 :川普和硅谷的人不是要除建制派，这也是改革吧,2024-11-06 14:26:56,0,0,世界由故事和物质描绘。盲人摸象，象外有象。文化复兴,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1929,245928847457,246171087137,二级评论,47366254,逆飞的兔子,6,男,自下而上那叫革命，是推翻当前统治，自上而下才是改革,2024-11-06 15:00:18,0,5,,江苏,否,https://i1.hdslb.com/bfs/face/5e092f3c82e62653eb64eaf771e337d34eed0152.jpg
1930,245928847457,246184179041,二级评论,392152267,黎明纸鸢,6,男,你上班了就知道你说的话有多可笑,2024-11-06 20:08:31,0,6,,加拿大,否,https://i1.hdslb.com/bfs/face/d11c512125e2b684a51fb6da693b7aadf7385b9b.jpg
1931,246168486385,246480536592,二级评论,111812,顶级圣光术,6,保密,回复 @XIN一Boom :除不了建制派 军队可是建制派的一部分 就凭硅谷那几个寡头 怎么对付军队？,2024-11-06 23:46:23,0,1,,美国,否,http://i2.hdslb.com/bfs/face/5d2c92beb774a4bb30762538bb102d23670ae9c0.gif
1932,245928847457,246481457776,二级评论,701249036,在线撸我,5,保密,自上而下的改革的失败一般都是个人或团队能量极弱或抵抗力太强[藏狐],2024-11-07 00:07:12,0,1,,江苏,否,https://i2.hdslb.com/bfs/face/4b969e270f2d8880c0d3b2cbeb295c09f0ae7173.jpg
1933,246025050865,246481543728,二级评论,20082532,被甜晕了的b站用户,6,保密,回复 @叱咤月海鱼鱼_猫 :谁告诉你改革是revolution的?没听过reformation吗,2024-11-07 00:08:08,0,4,,湖南,是,https://i1.hdslb.com/bfs/face/507596b3ab9dac2870b9271c83bf8938353ca366.jpg
1934,245928847457,246190710785,二级评论,8008061,嘴边的梅子,6,男,人家只是要改革，不是革命[喜极而泣],2024-11-07 01:04:17,0,3,,江西,是,https://i2.hdslb.com/bfs/face/05f6493bf27f8427434ceb459b753cf3907a9124.jpg
1935,245928847457,246193371361,二级评论,15075867,NatureAbsolute,6,男,马斯克要搞计划经济[偷笑],2024-11-07 01:53:58,0,0,AI拯救人类，世界属于自由人。,江苏,否,https://i0.hdslb.com/bfs/face/5920d1c1ba4f2216bd779ac77d5847194af717b2.jpg
1936,245928847457,246486758048,二级评论,399629128,跟我杠没腐木,6,保密,乐，中国史关国际p事情？文化差异多大？,2024-11-07 01:57:38,0,3,,江苏,否,https://i1.hdslb.com/bfs/face/5f78fe5f0f569ce15e021119cd3b05409ce78ad6.jpg
1937,245928847457,246488309952,二级评论,332876425,阿拉萨哈123,6,保密,谁说他是改革，改革是要死人的，商鞅和张居正全家就是例子。特朗普是商人二代，他哪里来的牺牲勇气啊，最多也就是个改良派吧,2024-11-07 02:24:06,0,1,,河南,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1938,245928847457,246489435792,二级评论,634361910,注意看这个男人叫彦祖,5,保密,自下而上叫革命[笑哭],2024-11-07 02:43:24,0,1,,山东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1939,246248935168,246492627040,二级评论,451076647,三尺剑圣,5,男,回复 @天域小歌 :可他的本质是中央权力下放，削弱勋贵权力,2024-11-07 03:33:20,0,1,,福建,是,http://i1.hdslb.com/bfs/face/dc2bd93789835f4851de319e752c79c6ea132921.jpg
1940,245928847457,246493783664,二级评论,475319340,视物模糊的医学森,5,保密,特朗普真能搞成功，那给美国延续一下国祚还是可以的，参考张居正和雍正的改革，人亡政息，但是影响还会持续一段时间,2024-11-07 03:48:59,0,1,,江苏,是,https://i0.hdslb.com/bfs/face/21e45271a1658bedbec5e05a28a55b4902c96a5d.jpg
1941,245928847457,246202758673,二级评论,1044457352,克苏鲁大钳虾,4,保密,自下而上叫革命[辣眼睛],2024-11-07 04:24:06,0,0,,河南,否,https://i2.hdslb.com/bfs/face/53ca9559e68d024b5d4f563c0fac9b97b8f59aca.jpg
1942,245928847457,246206977697,二级评论,385736554,小香包包哦,5,保密,本来点了赞 想了想取消了,2024-11-07 05:20:18,0,0,,广东,否,https://i1.hdslb.com/bfs/face/32cbb024d0fde27f627b53e37aae4cb2afed6c14.jpg
1943,245953556273,246502173696,二级评论,22828310,热好早起的跳总,5,保密,回复 @水客行舟 :能自下而上的，但只能中央盯着一个市一个市改革，不然就没戏,2024-11-07 05:40:24,0,0,专注矫治未成年,浙江,是,https://i2.hdslb.com/bfs/face/41d751a37f46b441fb772d7beb12919cfa35c039.jpg
1944,245928847457,246502207280,二级评论,157807815,湛蓝Q,6,男,咱们那课本里写的，都是一些专家精挑细选的,2024-11-07 05:41:50,0,1,呜了,新疆,是,https://i0.hdslb.com/bfs/face/ac23afbf685c5546be497e21288f59b1eefaa741.jpg
1945,245928847457,246504017296,二级评论,154191519,禹佑,5,保密,自上而下的改革会触碰大量集团的利益注定会失败，唯一成功的是商鞅变法，但也是后一个秦王在献祭商鞅后得以继续实现,2024-11-07 06:09:53,0,1,,浙江,否,https://i0.hdslb.com/bfs/face/d1c7974d632b4540b4d173810f4c000d297972e2.jpg
1946,245928847457,246504165824,二级评论,18131118,林风o1,5,男,你用你的历史造个火箭看看,2024-11-07 06:13:09,0,2,韭菜无需救,四川,否,https://i0.hdslb.com/bfs/face/21efe2c4a5bfe3dbfc9723d6dbc41bc2c5709bbd.jpg
1947,245928847457,246505714256,二级评论,92587426,乐园的放逐者,6,男,自下而上基本就是革命了[笑哭],2024-11-07 06:41:35,0,1,,广东,否,https://i1.hdslb.com/bfs/face/8ac102612ad74510f78e61da2fee5297735ee4c9.jpg
1948,245928847457,246213643217,二级评论,612816678,无敌小菜虫子,4,保密,裱糊匠而已，拼什么命啊？,2024-11-07 07:18:53,0,1,,江苏,否,https://i0.hdslb.com/bfs/face/72142f4dbbeb82164e464fb918a824f8561e50fd.jpg
1949,245928847457,246213975793,二级评论,63033892,路飞_D,5,保密,问题是革命也没有彻底成功的啊，苏联也解体了,2024-11-07 07:25:06,0,1,,河南,否,https://i1.hdslb.com/bfs/face/6e7ee177b5cc681b9609c07f8d5eb574b52d409c.jpg
1950,245928847457,246508885008,二级评论,326927133,登陆才能看1080,5,保密,可是懂王就是下啊[吃瓜],2024-11-07 07:38:17,0,0,,天津,否,https://i0.hdslb.com/bfs/face/bdf4b65b49fe0d2683e88a14cc5e1b8da56d518d.jpg
1951,245928847457,246216213441,二级评论,471024007,bili_34541437995,5,保密,特朗普除非自己及马斯克也是革命的对象，否则，搞那么多人下去，特朗普迟早会被暗杀（枪击、医药、交通事故）。,2024-11-07 08:06:44,0,1,,贵州,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
1952,245953556273,246217601377,二级评论,2871250,安度因AnduinZ,6,保密,回复 @水客行舟 :那要死人的[歪嘴],2024-11-07 08:30:31,0,0,"元宇宙；热升华；微纳米；小罐茶；采样率；背背佳；
古法；手工；",吉林,是,https://i1.hdslb.com/bfs/face/d34eabf43c9b5efa6b69571cfeca4d48a7d0c3c2.jpg
1953,245928847457,246217697729,二级评论,408659969,scwu-_,5,男,多大了,2024-11-07 08:32:20,0,2,w,上海,是,https://i2.hdslb.com/bfs/face/57e14525edc99d2e5cb8512360a70cdbd9062f52.jpg
1954,245928847457,246514659488,二级评论,278532741,彭彭之家的日常生活,5,男,自下而上要么乌合之众，能成的那就是革命了[笑哭][笑哭],2024-11-07 09:12:41,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/9e48ae313f8e001f555c16c9450d1406d46212c1.jpg
1955,245928847457,246516361648,二级评论,214407719,我本珍惜广告叶,6,保密,这个叫革命,2024-11-07 09:37:55,0,0,,浙江,否,http://i2.hdslb.com/bfs/face/6b6d844706ff73e40a51f00b30df7a401b02a199.jpg
1956,245928847457,246224229809,二级评论,1879730183,baobalder,5,男,自下而上那叫革命，上级的命都没了，所以是最彻底的改革,2024-11-07 10:12:11,0,0,包包老师,江苏,否,https://i2.hdslb.com/bfs/face/d98296fa6d47d242b9d30de857fcce156b17662c.jpg
1957,245928847457,246225638833,二级评论,103236959,岁月帷幕,6,男,秦国变法，也就是商鞅变法，虽说商鞅的结局不好，但秦国确实强大了呀,2024-11-07 10:28:44,0,0,看什么看？没见过长的帅的么？,河北,否,https://i2.hdslb.com/bfs/face/9416d0179d17443585d156c3b303025e9d8987b6.jpg
1958,245928847457,246523510624,二级评论,398955001,沫白_volcan,6,男,书读傻了[笑哭],2024-11-07 11:07:53,0,1,收藏夹整理齐全，无聊可以看看。,广西,否,https://i1.hdslb.com/bfs/face/27331dec4aae74e4afa9e8e98775c389e9cc4bd8.jpg
1959,245928847457,246229914977,二级评论,401555150,鍾鏚,5,保密,什么样的改革算成功？,2024-11-07 11:25:28,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1960,245953556273,246233376529,二级评论,552040277,日本の鬼子を退治する,4,保密,回复 @水客行舟 :那叫革命,2024-11-07 12:09:59,0,0,,福建,否,https://i2.hdslb.com/bfs/face/fb79103e8b33547023e2010030b6889bba2b49bf.jpg
1961,245928847457,246534649792,二级评论,168779532,剑名斩缘,6,保密,绝大部分美国人选出来的总统改革你居然说是自上而下,2024-11-07 13:26:41,0,0,是故动心忍性,浙江,是,https://i0.hdslb.com/bfs/face/57a71bd9763225b35d96ab4a974a23bd412e26d1.jpg
1962,245928847457,246240015169,二级评论,32868462,走狗卖啦,6,保密,[滑稽]自下而上？那是革命好吧，改革只会续命，革命才能新生,2024-11-07 13:37:34,0,0,,江苏,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
1963,246334902576,246240282113,二级评论,32868462,走狗卖啦,6,保密,回复 @爱吃烧烤的饭桶 :不是美军不听指挥[滑稽]国会山不少士兵的，是美军在海外太多了，所以让美军到处撤军,2024-11-07 13:41:05,0,0,,江苏,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
1964,245928847457,246244182353,二级评论,67223950,茉莉花开2017,5,保密,你几岁了？,2024-11-07 14:30:34,0,0,,陕西,否,http://i1.hdslb.com/bfs/face/3d7b02296f7fcfcebc01745d702ed8adce81a7fc.jpg
1965,245928847457,246255874257,二级评论,1793288455,伊莲酱_ElaineChan,5,保密,比哈里斯位置其实低一点因为民主党很多都是从政赚钱，而川普是个生意人，一个为了赚钱从政和有钱后从政还是有不一样，就看川是不是真心想往好了干呗,2024-11-07 17:23:14,0,0,姑且还是续一下吧,美国,是,https://i1.hdslb.com/bfs/face/79bea79f9421643588009f42b374d7e0481968ae.jpg
1966,245928847457,246552393968,二级评论,1167737738,马赫呐,5,保密,并不是，改革要充分考虑大多数人的意愿，考虑实际情况。近代历史和当下可比性太低。,2024-11-07 17:35:12,0,0,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1967,245928847457,246559806112,二级评论,39908649,天井癞疙宝,5,保密,众所周知，近代史不是历史，也不是政治，只是宣传材料。[OK],2024-11-07 23:39:00,0,0,此心安处是吾乡。,湖北,否,https://i0.hdslb.com/bfs/face/11e8ec3817a38eabdf15959bf940de54d9dea7af.jpg
1968,246248935168,246263686257,二级评论,470064399,无w敌w战w龙,5,保密,回复 @天域小歌 :也并不成功，君主一人得利的改革怎么可能算成功？,2024-11-07 23:50:56,0,1,,内蒙古,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1969,245928847457,246264537841,二级评论,408850476,小H叽哇,4,保密,估计懂王会成为下一个任内被暗杀的总统,2024-11-08 00:18:26,0,0,,广东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1970,245928847457,246562497056,二级评论,8534632,永不再充大会元大怨种,5,男,川普也是没办法，什么都指挥不动，还怎么运营，就和公司总经理一样，让员工去复印个材料，最后推诿扯皮，拖了两天，最后还是没复印上来，换了谁都有想动手换人的想法,2024-11-08 00:43:59,0,0,,内蒙古,是,https://i1.hdslb.com/bfs/face/e10e7c64fd50b0d9c364ca03655d05ca66e11381.jpg
1971,245928847457,246267112657,二级评论,1579379883,数字人123,4,男,也有成功的。当看到有人成功過改革的意志就會很強大.如果沒看到成功的案例就會失敗.最後只會直接革命。,2024-11-08 01:13:29,0,0,,中国香港,否,https://i0.hdslb.com/bfs/face/c064fc383b6a7c09d57ea4ea2238a37d50a3878c.jpg
1972,246210105248,246302374545,二级评论,25361099,黑夜的繁星,6,男,回复 @豌豆射手龙马 : 阿根廷已经成功了，改变了许多。底层的人民群众有了些许生活空间，中产和小资重新负担起社会大部分税收,2024-11-08 10:18:36,0,0,路漫漫其修远兮，吾将上下而求索(#^.^#),江苏,是,https://i2.hdslb.com/bfs/face/a4b04fb0d7e1c97fc0c6b8a19e4d224bd5ba7a9c.jpg
1973,245928847457,246611539520,二级评论,3546556236040304,沉溺幻想小说家,3,保密,自上而下叫改革，自下而上叫革命。历史上是有改革成功的案例的，商鞅变法不就是一次成功的改革吗，虽然商鞅死了，但其留下的政策影响使得秦国快速崛起，成为第一强国。,2024-11-08 12:24:07,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1974,245953556273,246676304208,二级评论,1511540042,晨阳12345678,4,保密,回复 @水客行舟 : 自下而上的改革叫革命,2024-11-09 08:03:56,0,0,,安徽,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1975,245928847457,246375242705,二级评论,371622780,riyueguangming,5,保密,幽默，你算是废了,2024-11-09 08:04:22,0,0,,山西,是,http://i0.hdslb.com/bfs/face/6d855fc1e069f25f2fe061b906e2795459ed54bf.jpg
