序号,上级评论ID,评论ID,评论属性,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
4799,246325450145,246628571024,二级评论,1696279524,蒽蒽蒽嗯嗯嗯,4,保密,回复 @种植园在逃中 :拜登肯定是在私下里跟特朗普交流过了，而且拜登也是一名老政客了，他的经历相当丰富，包括他早些年的话还是很厉害的,2024-11-08 15:39:29,0,282,,江西,否,https://i0.hdslb.com/bfs/face/1775bf4fd708fc31857eadd5d91a25d421b39a5f.jpg
4800,246628571024,246345344593,二级评论,32631569,C_A_,6,保密,回复 @蒽蒽蒽嗯嗯嗯 :痴呆演得太像那么个事儿了以至于没人在意他年轻时的风采,2024-11-09 00:26:12,0,57,破防了吧？,湖北,否,https://i2.hdslb.com/bfs/face/519d712cdb3e3c7820e89da695c4528a3a2d877e.jpg
4801,246628571024,246346255233,二级评论,519934770,洪无大大,5,保密,回复 @蒽蒽蒽嗯嗯嗯 : 如果特朗普愿意保1他儿子以及不清算他我觉得拜登愿意做这样的交换,2024-11-09 00:47:06,0,45,,福建,是,https://i0.hdslb.com/bfs/face/abd3839b763c23ea469c39a1bb209cb89c439ce7.jpg
4802,246315668977,246647465552,二级评论,80018940,躺平的猫喵喵喵,6,男,[doge]咱们再阴谋一点，拜登已经看见民主党的腐败，于是准备倒向共和党。但一个人的倒向不能起到决定性的作用，于是他准备带着自己的班底一起过去，那怎么能带着班底过去呢？很简单，在任期间做出荒唐事，让民主党内部逼迫他做出退选的决定。[脱单doge]班底虽然对拜登行为感到迷惑，但对民主党其他人员的背叛更加愤怒。[滑稽],2024-11-09 01:09:56,0,35,,湖北,否,https://i0.hdslb.com/bfs/face/b8ab1d8cde7ce72999ceea3fc2ac231fbe5b583b.jpg
4803,246621656656,246649656448,二级评论,756846,爻爻爻辞丶,6,保密,回复 @阿卡姆院长Sam :四年前拜登赢懂王就是赢的宾州那19票，宾州是拜登的老家，他们家在那里影响很大,2024-11-09 01:51:57,0,67,"纵使绽放亦再谢，
美若赤炎般散尽。",福建,是,https://i0.hdslb.com/bfs/face/33ab87618a937c9478191f76bd38d3e1d524d2a5.jpg
4804,0,246315636689,一级评论,415161966,我不是車神,5,保密,交易成功能不高兴嘛[doge_金箍],2024-11-08 12:59:38,0,11,,江苏,否,https://i0.hdslb.com/bfs/face/6e4ff2e8e99393ed397a61346fc8652f179f0b9b.jpg
4805,0,246614267872,一级评论,28700608,胖胖的星期二,6,保密,老登说过川宝是他副总统[doge],2024-11-08 12:56:40,0,1,,辽宁,是,https://i1.hdslb.com/bfs/face/c8c849e33e1b1e9e9a8fbca6769420946ec6e549.jpg
4806,0,246315175057,一级评论,681090,G_G_B_W,6,男,几十年后，历史书会记载，特朗普是拜登的手下败将，特朗普胜选是因为民主党蠢才换掉了拜登[吃瓜][吃瓜],2024-11-08 12:54:43,4,138,,河南,是,https://i0.hdslb.com/bfs/face/3a5bf36ef1be8f94f1cc633eac7d92aceafa5d03.jpg
4807,246315175057,246614519648,二级评论,28700608,胖胖的星期二,6,保密,没毛病，其他人团结不了皿煮党[笑哭],2024-11-08 12:59:42,0,23,,辽宁,是,https://i1.hdslb.com/bfs/face/c8c849e33e1b1e9e9a8fbca6769420946ec6e549.jpg
4808,246315175057,246620215920,二级评论,259221621,真叫人抓耳挠腮,5,保密,再加一条，只能赢女人罢了[doge_金箍],2024-11-08 14:04:46,0,14,,广东,否,https://i0.hdslb.com/bfs/face/b07cf9e5f22cd0ef2eb0caab558271323aa244f6.jpg
4809,246614519648,246327721633,二级评论,520568151,Bubu布布_心悦诚服,5,保密,回复 @胖胖的星期二 :没毛病，政治就是做人的工作，人心就是政治,2024-11-08 15:22:02,0,2,,广东,否,https://i0.hdslb.com/bfs/face/784da071f82af282d5e7fc62155bcffc96649020.jpg
4810,246315175057,246627321632,二级评论,296861724,强气长发少女控,5,保密,不换不一定输，换了一定会输,2024-11-08 15:25:30,0,7,,山东,否,https://i0.hdslb.com/bfs/face/dbafab3c55ef26f0e95cb14f40aceac772674a63.jpg
4811,0,246613950880,一级评论,236072914,ChristmasZDH,5,保密,哪里来的八个呢,2024-11-08 12:52:44,0,0,,新加坡,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
4812,0,246613929456,一级评论,320497637,啾啾啾啾总是名字重复,5,保密,[辣眼睛]我去，没想到乔治克鲁尼这么厉害？！,2024-11-08 12:52:04,4,13,,江苏,否,https://i2.hdslb.com/bfs/face/bcc1c0f6833ebf88eabc14c8980c3917e719fab0.jpg
4813,246613929456,246618860320,二级评论,372151938,阿卡姆院长Sam,4,男,蝙蝠侠，你以为呢[doge],2024-11-08 13:49:17,0,6,,马来西亚,否,https://i0.hdslb.com/bfs/face/4ef88e2b7377fd544f863335d4c2e024c5d9da9e.jpg
4814,246618860320,246321924273,二级评论,276316995,缘生劫灭,6,男,回复 @阿卡姆院长Sam :看来钢铁侠还是小卡拉米啊[星星眼],2024-11-08 14:13:59,0,1,要用如果来说明，就是渴望某样预期的结果能产生。,浙江,否,https://i0.hdslb.com/bfs/face/55ab0c130d260f5192b34b0afb9a3a34855d0c2a.jpg
4815,246613929456,246328852641,二级评论,201015799,以爱之名再见了宋蛤娜,6,保密,谁给钱，谁是爷,2024-11-08 15:36:11,0,1,,广东,否,http://i1.hdslb.com/bfs/face/5f5a5e7e3ee99796ec59fd4a85f52ad9ed407e3b.jpg
4816,246613929456,246551190145,二级评论,12343065,42322,6,保密,他媳妇那个律师可不是一般人,2024-11-11 11:20:37,0,0,一个经历过于复杂、生活容易跳戏、热爱生活的lsp,吉林,是,https://i0.hdslb.com/bfs/face/0807a221f01b64dbb1d510dbc3a2c44ae15bb148.jpg
4817,0,246314976465,一级评论,3546661347395651,喵喵日月,4,保密,孩子們,2024-11-08 12:51:18,0,0,,中国台湾,否,https://i2.hdslb.com/bfs/face/de1c1cdcd1bb142bcfea8cb5cb0d6ecb5220e481.jpg
4818,0,246613673216,一级评论,46042503,柑茗,6,男,[doge],2024-11-08 12:50:48,0,4,君指先跃动の光は，私の一生不変の信仰に，唯私の超电磁炮永生き！,河北,否,https://i0.hdslb.com/bfs/face/8c1529c119cc3f144d2f39167909f502b47dc079.jpg
4819,0,246314665873,一级评论,360450,竹殤,6,男,民主党真是没人可用了，绕来绕去感觉没有能力强的[思考],2024-11-08 12:48:29,19,31,热爱一切美好,陕西,是,https://i0.hdslb.com/bfs/face/e4d7bcf730775df65c56c5bbc593dc4bc29f035c.jpg
4820,246314665873,246614704336,二级评论,28700608,胖胖的星期二,6,保密,皿煮党年轻一代能力很差难成大事，而川宝这边已经有传帮带了[笑哭]。,2024-11-08 13:02:37,0,16,,辽宁,是,https://i1.hdslb.com/bfs/face/c8c849e33e1b1e9e9a8fbca6769420946ec6e549.jpg
4821,246614704336,246316295809,二级评论,360450,竹殤,6,男,回复 @胖胖的星期二 :真的是，感觉他的小儿子也可以参与其中。另外共和党甚至还可能出个女总统[doge],2024-11-08 13:08:54,0,7,热爱一切美好,陕西,是,https://i0.hdslb.com/bfs/face/e4d7bcf730775df65c56c5bbc593dc4bc29f035c.jpg
4822,246314665873,246615190320,二级评论,285863009,tkw63289,4,保密,有啊，投懂的那几个不都挺能耐的,2024-11-08 13:08:54,0,19,,广西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
4823,246615190320,246316305041,二级评论,360450,竹殤,6,男,回复 @tkw63289 :[笑哭][笑哭][笑哭],2024-11-08 13:09:15,0,1,热爱一切美好,陕西,是,https://i0.hdslb.com/bfs/face/e4d7bcf730775df65c56c5bbc593dc4bc29f035c.jpg
4824,246316295809,246615709376,二级评论,28700608,胖胖的星期二,6,保密,回复 @竹殤 :二女儿真的是个甜妞,2024-11-08 13:12:36,0,1,,辽宁,是,https://i1.hdslb.com/bfs/face/c8c849e33e1b1e9e9a8fbca6769420946ec6e549.jpg
4825,246314665873,246316796641,二级评论,12509867,Chela切拉,6,保密,民主党感觉最强的是12年前的拜登，其次是8年前的拜登（,2024-11-08 13:13:27,0,41,鹏北海，凤朝阳，又携书剑路茫茫。,山东,否,https://i2.hdslb.com/bfs/face/3917f70a19145471e8832706d703f1c9b6bad405.jpg
4826,246615190320,246615802160,二级评论,28700608,胖胖的星期二,6,保密,回复 @tkw63289 :皿煮党是拜登那边的[笑哭]。川宝共和党这边都够五虎上将了[笑哭],2024-11-08 13:13:58,0,5,,辽宁,是,https://i1.hdslb.com/bfs/face/c8c849e33e1b1e9e9a8fbca6769420946ec6e549.jpg
4827,246314665873,246617288288,二级评论,524636736,你是那个谁吗,5,保密,有能耐的都被限制了，拜登不装老年痴呆都轮不到他,2024-11-08 13:29:54,0,20,为啥没人点关注呢？,广东,否,https://i0.hdslb.com/bfs/face/c87807be7d0a0466f6859d4d1982b03e4fa00a6b.jpg
4828,246314665873,246618237824,二级评论,22135317,爱上网的答辩,6,男,奥巴马亲自上就可以,2024-11-08 13:42:55,0,0,磨刀不误砍柴工，读完初中再打工,上海,否,https://i0.hdslb.com/bfs/face/65f49f7a303f01a0a177781c0099eb42ab804a54.jpg
4829,246615802160,246629120992,二级评论,313080953,三国杀台词代言者,5,保密,回复 @胖胖的星期二 :说的是最近民主党内倒戈到共和党的那几位[doge],2024-11-08 15:45:38,0,2,,辽宁,否,https://i2.hdslb.com/bfs/face/362579709212ad9e282220965dff1ed330e62afb.jpg
4830,246314665873,246331746225,二级评论,595008782,爱吃红烧胖大海,5,保密,能力强的是有的，民主党各个州的州长，能力都不会差，但是哈里斯一身buff，且年轻，理论上能轻松击败特朗普，再加上好控制，资历也有，是最完美的竞选对象。不过特朗普那边的阵容太强大了，光是一个出死力的马斯克就能力压所有民族党阵容。再加上万斯副总统给共和党上了一层未来可期的buff，真的把棋盘活了。尤其是不知道是哪个250开的那一枪，下了一步臭棋,2024-11-08 16:13:49,0,9,刷了两个月视频，感觉还不如多看两本书,上海,否,https://i2.hdslb.com/bfs/face/58f7f15790af7b74fe5950cb6599168ac3e03d6e.jpg
4831,246316295809,246331891777,二级评论,432888354,灰色大仙,5,男,回复 @竹殤 :共和党有几个沉淀沉淀感觉还是挺强的反正比哈里斯强,2024-11-08 16:15:24,0,1,水经验,广东,否,http://i0.hdslb.com/bfs/face/4984d468b951010dc9470118e4c96efbea864d4b.jpg
4832,246614704336,246631742688,二级评论,669808385,尧迦,4,保密,回复 @胖胖的星期二 :民主党能力强的跳反去懂王那里了，关键是民主党这么搞，一手LGBTQ，一手非法移民。美国是真的非常容易亡国的啊，年轻一代还想有一个美国在让他们发挥呢，不跳反等着一起沉船啊,2024-11-08 16:20:59,0,11,,澳大利亚,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
4833,246314665873,246346234513,二级评论,519934770,洪无大大,5,保密,好像有几个能力挺强的，他们知道今年打不过特朗普所以没出来争,2024-11-09 00:50:42,0,2,,福建,是,https://i0.hdslb.com/bfs/face/abd3839b763c23ea469c39a1bb209cb89c439ce7.jpg
4834,246314665873,246660516672,二级评论,16126419,帅气的小影子,5,女,这个时候就不得不提某位因得罪希拉里惨遭边缘化的土著军官了,2024-11-09 04:24:43,0,4,,广东,否,https://i0.hdslb.com/bfs/face/14de8e608305401b3f73284fcd33fad25d815b80.jpg
4835,246314665873,246445091409,二级评论,649702265,无尽轮回-彼岸时空,5,保密,有能力的不符合利益啊，桑德斯不能上呀[笑哭],2024-11-10 04:25:51,0,0,世界共产主义必然胜利,陕西,否,https://i2.hdslb.com/bfs/face/bc1aaa7c6a6cf753273178c92249b61764b5bb8c.jpg
4836,246314665873,246778489568,二级评论,4332331,twingle,6,男,还是有几个能力不错的，但有能力的都看得出来这次没法赢特朗普，就不出来丢脸了，而且他们也知道民主党推的候选人必定是个傀儡，自己上去了就得学拜登装傻，吃力不讨好,2024-11-10 10:45:26,0,1,智不拒敌，德不抚众，剑骑未交而本根已散,上海,是,https://i1.hdslb.com/bfs/face/d9e9cd62179f3ff0e9d64b53ab025d580a9077e5.jpg
4837,246615190320,248243155360,二级评论,520860206,该称呼已被无数人占用,5,保密,回复 @tkw63289 :蚌埠住了,2024-11-27 17:18:14,0,0,,海南,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
4838,246615802160,248243203200,二级评论,520860206,该称呼已被无数人占用,5,保密,回复 @胖胖的星期二 :他说的那几个指小肯尼迪，美国最年轻女州长这两个民主党跳反到共和党的中坚力量,2024-11-27 17:19:14,0,0,,海南,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
4839,0,246613611440,一级评论,254448,思鱼fish,6,男,拜登“说换我就换我，就凭你们能打败特朗普吗？亡灵大军只会接受我的召唤，只有我打败过那个男人！”,2024-11-08 12:48:29,5,146,人生是旷野,北京,是,https://i0.hdslb.com/bfs/face/8f54e99671c706759352a3225b740d34c9048254.jpg
4840,246613611440,246632106656,二级评论,669808385,尧迦,4,保密,你还真别说，阴兵也不是那么好借的,2024-11-08 16:23:22,0,33,,澳大利亚,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
4841,246632106656,246639792768,二级评论,482380505,高卢征服者2,4,保密,回复 @尧迦 :差距不大才能借阴兵，而且当地政府还得有自己人,2024-11-08 19:38:36,0,33,,甘肃,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
4842,246639792768,246340311281,二级评论,235881691,123落叶飘雪,5,保密,回复 @高卢征服者2 :所以20年能赢，今年赢不了,2024-11-08 19:57:53,0,8,,广东,否,http://i1.hdslb.com/bfs/face/9adf78a1849bc5773393b6b86ff1d3ba1f842baf.jpg
4843,246613611440,246645747472,二级评论,110533141,uchiha_sena,6,保密,如此懂的人不多,2024-11-09 00:35:58,0,0,,上海,否,http://i1.hdslb.com/bfs/face/be54b23450a8286c1e92a674e889495e796638b3.jpg
4844,246639792768,246880986368,二级评论,50603029,新酱爱陽剧,6,男,回复 @高卢征服者2 : 16年宾州红了，懂王上台了，24年宾州又红了。懂王回归了[滑稽],2024-11-11 15:35:45,0,1,,浙江,否,https://i1.hdslb.com/bfs/face/6061dd4ffe8b96aa4cb9c08a65f463244e35cb50.jpg
4845,0,246613077136,一级评论,300033844,壹2590,5,保密,如果特朗普上了总统山，人民肯定也会记得拜凳,2024-11-08 12:42:57,3,21,,浙江,是,https://i1.hdslb.com/bfs/face/f8fb954e37567944c96b3fdfbbd918020398de20.jpg
4846,246613077136,246316526641,二级评论,281555374,次方不好吃,6,男,[doge]唯一打败过特朗普的男人，而且从无败记,2024-11-08 13:10:22,0,9,,河北,是,https://i1.hdslb.com/bfs/face/d78399b318bd1769b55f2165db8196d6326e519b.jpg
4847,246316526641,246617318048,二级评论,53734739,放个二踢脚,6,保密,回复 @次方不好吃 :拜登：你永远无法摆脱我[doge],2024-11-08 13:30:55,0,1,,山东,否,http://i2.hdslb.com/bfs/face/b3ab4cfee245a40cf302812e228ae24a35963452.jpg
4848,246617318048,246619023040,二级评论,372151938,阿卡姆院长Sam,4,男,回复 @放个二踢脚 :别管阴兵啥的，你就说我是不是换掉你你坐了4年总统吧，嘿嘿[嘟嘟],2024-11-08 13:51:59,0,3,,马来西亚,否,https://i0.hdslb.com/bfs/face/4ef88e2b7377fd544f863335d4c2e024c5d9da9e.jpg
4849,0,246313594529,一级评论,416114760,kk只是个昵称,6,男,逻辑上说得通[doge],2024-11-08 12:36:51,0,2,急了急了？,广东,是,https://i0.hdslb.com/bfs/face/428078eb7bbaeab4c03fc1ebb6e6837401d7b62e.jpg
4850,0,246313511953,一级评论,303487354,分分钟111,5,保密,完美诠释了敌人的敌人就是朋友的道理。,2024-11-08 12:36:27,1,101,,浙江,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
4851,246313511953,246618927536,二级评论,372151938,阿卡姆院长Sam,4,男,完美,2024-11-08 13:49:53,0,0,,马来西亚,否,https://i0.hdslb.com/bfs/face/4ef88e2b7377fd544f863335d4c2e024c5d9da9e.jpg
4852,0,246611994032,一级评论,52500126,misa0066,5,保密,UP主要不要再好好调研一下？感觉跟一般认知完全不一样，哈里斯是奥观海的人，佩洛西和希拉里另有打算，但奥观海强推哈里斯上位并公开给哈哈姐助阵，也因为哈哈姐是强推上位的，佩洛西和希拉里也就全程没有给哈哈姐站台[吃瓜],2024-11-08 12:31:30,20,111,,广东,否,https://i0.hdslb.com/bfs/face/318897959ee1df7f6a9c46ae47071286a1443226.jpg
4853,246611994032,246614173088,二级评论,3152126,edconfy,6,男,奥佩希他们三个目前是同一利益阵营的,2024-11-08 12:54:44,0,9,花盛叶迹越林壑，月落星痕满天河,上海,是,http://i2.hdslb.com/bfs/face/aed900cd0adfdbde808a5c3bbc1d4a31c176698b.gif
4854,246614173088,246614230912,二级评论,52500126,misa0066,5,保密,回复 @edconfy :视频里的大佬只有奥观海给哈哈姐站台,2024-11-08 12:56:31,0,13,,广东,否,https://i0.hdslb.com/bfs/face/318897959ee1df7f6a9c46ae47071286a1443226.jpg
4855,246614230912,246316907905,二级评论,36324166,多洛雷斯_简_乌姆里奇,6,女,回复 @misa0066 :拆台才差不多。奥巴马两口子在那垮垮骂街。,2024-11-08 13:14:18,0,31,霍格沃茨最受欢迎的校长,山东,否,http://i1.hdslb.com/bfs/face/79e30c54e0fde9b3a40b4f4291adcb3cace83427.jpg
4856,246316907905,246616419328,二级评论,396357017,GiantMolly,5,保密,回复 @多洛雷斯_简_乌姆里奇 :哈哈哈哈哈哈哈哈哈哈哈绷不住了,2024-11-08 13:19:48,0,1,,贵州,否,https://i2.hdslb.com/bfs/face/4659957884fbbef7bb3ce02e0472d3e9b048d988.jpg
4857,246316907905,246616948656,二级评论,52500126,misa0066,5,保密,回复 @多洛雷斯_简_乌姆里奇 :奥观海对黑人指手画脚那次？那应该是民调不理想，急了，另外，奥观海老婆给哈哈姐站过台，除了奥观海，没有其他大佬给哈哈姐站台，那哈哈姐也只能是奥观海的人了,2024-11-08 13:27:27,0,21,,广东,否,https://i0.hdslb.com/bfs/face/318897959ee1df7f6a9c46ae47071286a1443226.jpg
4858,246614173088,246318288113,二级评论,180220153,晚枫醉梦,5,保密,回复 @edconfy :奥观海压制拜登，强推自己代言人，妄图幕后继续主导，其他大佬早已不满。,2024-11-08 13:31:38,0,15,,浙江,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
4859,246611994032,246319445809,二级评论,1855916864,湾仔玛头,5,保密,奥巴马其实想推自己媳妇的呵呵,2024-11-08 13:43:54,0,1,,天津,是,https://i2.hdslb.com/bfs/face/f53979644bf2ea8218cedf41862c7025612ef36c.jpg
4860,246611994032,246620792400,二级评论,33463519,airwaterU,6,男,.......奥巴马希拉里克林顿他们不分你我   奥巴马代表的黑人票仓而已   所以奥巴马才出来拉票   黑人一直是民主党的铁票仓   哈里斯也不是奥巴马什么推上去的  是民主党金主安排给拜登的   表面傀儡实质拜登还有自己的权利和想法的   哈里斯就是个工具人   政治正确于一身的女人你说她是民主党的明面代言人都不为过  实质也是一点能力没有   光是特朗普的清算名单都看得出以前是奥巴马克林顿希拉里整得  至少他们几个是深层政府的重要人物,2024-11-08 14:12:12,0,11,,重庆,是,http://i1.hdslb.com/bfs/face/13766cca26369e7954a2e04bbc358b72263e1878.jpg
4861,246316907905,246322225617,二级评论,280059167,企鹅狂想曲,5,保密,回复 @多洛雷斯_简_乌姆里奇 :他们是在最后阶段才搞昏招的，大概率是逼急了,2024-11-08 14:18:36,0,1,做复杂的人简单，做纯粹的人才困难,天津,是,https://i2.hdslb.com/bfs/face/17531cc6909baeecdcd63ab8946322dfbfb87995.jpg
4862,246620792400,246621890160,二级评论,52500126,misa0066,5,保密,回复 @airwaterU :联合起来搞懂王只能说是党内共识，民主党应该没有人会认同懂王吧，在接替拜登人选上，至少佩洛西是主张重新党内选举的，这是明面上的新闻不是阴谋论，说到底，希拉里和佩洛西没有给哈里斯站台这一点就十分可疑，就算不搞阴谋论揣测，这里面也肯定大有文章,2024-11-08 14:24:44,0,3,,广东,否,https://i0.hdslb.com/bfs/face/318897959ee1df7f6a9c46ae47071286a1443226.jpg
4863,246319445809,246622283328,二级评论,52500126,misa0066,5,保密,回复 @湾仔玛头 :想是想，但他老婆还不够格，在党内威信不够，奥观海在任时她也就做个女性形象代表而已，不像希拉里在政坛已经泡成老妖精了,2024-11-08 14:27:51,0,3,,广东,否,https://i0.hdslb.com/bfs/face/318897959ee1df7f6a9c46ae47071286a1443226.jpg
4864,246614173088,246631563440,二级评论,2339243,炫炎冰舞,5,保密,回复 @edconfy :奥巴马想推他媳妇上，但是她媳妇没上过政坛，哈哈姐到底是谁推的，不好说，但是拜登退选以后，能上的年轻人都不愿意上是真的，不想惹这个大麻烦,2024-11-08 16:16:27,0,5,,江苏,是,http://i2.hdslb.com/bfs/face/78c741942f7344739ee5a564aa139a9704d21575.jpg
4865,246631563440,246336275793,二级评论,28618370,-殇曦-,6,男,回复 @炫炎冰舞 :有说法是，哈算是老登的人，哈输了，给别人看民主废不拉几，哈赢了，然后卖个人情把儿子保了，而别的民主上台，会清算他。反正老登知道自己被架空了，心里也就一个念想，所以哈是各方妥协甚至不得以的产物，民主的老妖怪利益一体但各有小心思，他们也知道这次胜算不大，还不如堆力量后面搞事,2024-11-08 17:32:40,0,2,不脱裤子不认人，脱了裤子不认人，提起裤子不认人。,天津,否,https://i2.hdslb.com/bfs/face/0918b7c4e1a441a402d4b105fae7bb19b98c47dc.jpg
4866,246621890160,246657527920,二级评论,33463519,airwaterU,6,男,回复 @misa0066 :了解一下20年的美国版雾月事件   以及希拉里邮件门  甚至更早以前的希拉里克林顿两口子的政绩和所作所为   你就知道她为什么她这几年这么低调   至于佩洛西就跟人们说的一样   她是疯婆子她是明坏   希拉里希拉里是暗坏   性质不同    而且up也说的很明白佩洛西和拜登的关系   这些都是老派政客的作风   希拉里手上可是实实在在有数以万计的人命   还不止    她的情报网在前几年可是能定点消除威胁的存在   美国谁敢碰她,2024-11-09 03:46:30,0,1,,重庆,是,http://i1.hdslb.com/bfs/face/13766cca26369e7954a2e04bbc358b72263e1878.jpg
4867,246611994032,246383409473,二级评论,644598569,奥利给Qg,5,保密,我记得很清楚，一开始奥巴马在拜登推选后就没有支持哈里斯，他当时发布的声明是相信民主党“将能组织一个可以产生一位杰出候选人的过程”，后面主要是哈里斯作为副总统能够继承拜登之前筹集的竞选资金，加上大佬权力交换妥协和有能力中新生代不愿来趟浑水，最后才统一支持哈里斯的。,2024-11-09 09:58:33,0,0,,重庆,否,https://i2.hdslb.com/bfs/face/4687e5e00e0f90989fdba787db21b9676d0dc32f.jpg
4868,246383409473,246686731008,二级评论,52500126,misa0066,5,保密,回复 @奥利给Qg :明面上是这样，只是大佬们只有奥观海给哈哈姐站台就觉得这里面有文章,2024-11-09 10:18:38,0,0,,广东,否,https://i0.hdslb.com/bfs/face/318897959ee1df7f6a9c46ae47071286a1443226.jpg
4869,246611994032,246702365472,二级评论,1163155018,真正的食铁兽,4,保密,你要不要再好好调研一下？感觉跟一般认知完全不一样。奥巴马本来是想推他自己老婆的！拜登报复不合作故意推哈里斯！,2024-11-09 13:20:34,0,1,,江苏,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
4870,246611994032,246723438881,二级评论,502306176,kigidi,6,保密,"就是，登怎么可能是奥的铁哥们！
他给驴党勤勤恳恳效力40年，结果08年驴全力支持一个后了好几辈的奥去参选。
不仅支持奥，还让登去给奥作僚机，拿登的声望给奥当加分项。

当然，有人可能会说，登是心存芥蒂的，但奥是感谢登的、拿登当铁哥们。
看看奥上台后，交给登做的工作，全是又难又不讨好的，这是给铁哥们的待遇？就是最后感念登实在是劳苦功高，给他个分量很重的奖章，就代表他拿登当铁哥们？",2024-11-13 14:56:43,0,1,,北京,否,https://i0.hdslb.com/bfs/face/d218bd71ece0ac04f3f48243ea3013984a3c7b06.jpg
4871,246383409473,247047778800,二级评论,23068126,cgccgsgajjaj,5,保密,回复 @奥利给Qg :但从竞选团队看，哈哈姐竞选团队很多都是奥巴马的，最后奥巴马出来站台的时候都有点急了，不过从加州上去没跟佩洛西绑在一起确实没搞懂，可能是buff太多了?,2024-11-13 16:31:21,0,0,,山东,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
4872,246611994032,247061005664,二级评论,3546769489135801,你不會没號了吧,3,保密,"观海还不算推哈里斯上位，他是想推自己的妻子上位，用的第一个女总统作为切入点。
结果被截胡了，哈里斯也是女性所以直接鸠占鹊巢了。[妙啊]",2024-11-14 00:47:42,0,1,,天津,否,https://i1.hdslb.com/bfs/face/8ea969d08a6f06b64018417f9b94001c855a97ed.jpg
4873,0,246611769424,一级评论,480043407,吃饭加鸡腿好么,5,保密,老登是真的高兴，懂王是个能做交易的人，哈哈姐上台他就是过气的前总统了。,2024-11-08 12:26:29,14,1512,,广西,否,https://i0.hdslb.com/bfs/face/1759dd86e0da9c3a14fed0ea912a56fcf4aff6b5.jpg
4874,246611769424,246315080961,二级评论,4350084,星月干杯,6,男,毕竟一般有仇必报的人，有恩也会必还,2024-11-08 12:53:50,0,247,追求逍遥！,山东,否,http://i0.hdslb.com/bfs/face/58bfeb011a1d988a50d3a73fa97295501667e987.jpg
4875,246611769424,246318046273,二级评论,269935953,猪爱笨,6,保密,哈哈上台，老登就要完全背锅了，自己人更狠,2024-11-08 13:28:06,0,207,,江苏,是,https://i0.hdslb.com/bfs/face/c86586f65f5b933a7c4491e04eb1a3192a05ab46.jpg
4876,246611769424,246617429296,二级评论,1072743314,亦忆为何,5,保密,哈里斯太废物了要是登子上大概率能保康州，宾州和内达华三个州，即便是希拉里也维持着内达华是蓝的。哈里斯是真的又菜又爱玩，鉴于登子这年纪，党内竞争输给哈里斯也很正常，但哈里斯偏偏选择了“逼宫”的做法，导致登子的基本盘都拿不稳。估计直到最后哈里斯还幻想登子最后会帮她把摇摆州搞定。,2024-11-08 13:33:45,0,196,,江苏,否,https://i2.hdslb.com/bfs/face/10ea7b0633f6a49808c2608b5460c64acfb8720a.jpg
4877,246611769424,246618645472,二级评论,1576573533,吧啦啊啦熊,5,保密,如果川普当政的时候，拜登能再访问一次白宫，那就通普石锤了,2024-11-08 13:45:50,0,59,,北京,是,https://i0.hdslb.com/bfs/face/e013362cffc80f13cccefcbc2b0ca1b1ae1af9e8.jpg
4878,246315080961,246319963041,二级评论,432527052,卡布达大王徐雲飛,6,保密,回复 @星月干杯 :懂王确实有仇必报的,2024-11-08 13:51:33,0,18,"好好说话，别找骂。欢迎友好交流讨论。
拉黑原则：死鸭子嘴硬的犟种，挑起对立的，搞歧视的，人身攻击的。",北京,是,https://i0.hdslb.com/bfs/face/8d31fa7d01896c964ca5a546b84b634f212d6bd2.jpg
4879,246318046273,246621597616,二级评论,372151938,阿卡姆院长Sam,4,男,回复 @猪爱笨 :不会，都民主党下去了，就算怪他也没能力青蒜,2024-11-08 14:21:03,0,20,,马来西亚,否,https://i0.hdslb.com/bfs/face/4ef88e2b7377fd544f863335d4c2e024c5d9da9e.jpg
4880,246611769424,246326288385,二级评论,34899657,zzy-B612,6,男,不一定是交易，逼宫拜登的人全是川普要清算的，川普的复仇同样也是拜登的，要不是时间定死了，我估计他现在就想退位让川普把那群鼻崽只都弄死,2024-11-08 15:06:23,0,55,,浙江,是,https://i0.hdslb.com/bfs/face/1555c891714d104596ab4d8b9c6b47fd23c1e2b8.jpg
4881,246617429296,246628640784,二级评论,387277302,空银子白雪姬,5,男,回复 @亦忆为何 :虽然登子年纪大了经常出糗死机，但是人家当了这么多年政治家怎么说也比哈里斯这只会哈哈笑的强多了，美国傻子在多也分得清的,2024-11-08 15:39:34,0,39,评价为某些罕见和智商不好的最好自己去跳别在网上恶心别人,湖北,否,https://i0.hdslb.com/bfs/face/d81897f3e619f29ecb7b15f6434d0f1fb07299c0.jpg
